purchase_number,total_orders,avg_order_amount,avg_days_gap_between_purchases
3289,4,27.99,0.0
3290,4,10.86,0.0
3291,4,4.1,0.0
3292,4,10.38,0.0
3293,4,10.41,0.0
3294,4,13.43,0.0
3295,4,8.64,0.0
3296,4,6.12,0.0
3297,4,6.54,0.0
3298,4,6.2,0.0
3299,4,8.62,0.0
3300,4,4.44,0.0
3301,4,9.1,0.0
3302,4,12.96,0.0
3303,4,5.69,0.0
3304,4,3.73,0.0
3305,4,7.96,0.0
3306,4,11.9,0.0
3307,4,5.34,0.0
3308,4,5.48,0.0
3309,4,9.82,0.0
3310,4,4.02,0.0
3311,4,4.86,0.0
3312,4,9.71,0.0
3313,4,5.63,0.0
3314,4,5.89,0.0
3315,4,5.23,0.0
3316,4,3.3,0.0
3317,4,11.98,0.0
3318,4,10.05,0.0
3319,4,5.34,0.0
3320,4,2.92,0.0
3321,4,9.75,0.0
3322,4,6.08,0.0
3323,4,13.62,0.0
3324,4,3.58,0.0
3325,4,10.8,0.0
3326,4,6.38,0.0
3327,4,10.28,0.0
3328,4,10.75,0.0
3329,4,9.6,0.0
3330,4,7.46,0.0
3331,4,6.32,0.0
3332,4,5.92,0.0
3333,4,11.14,0.0
3334,4,8.56,0.0
3335,4,7.99,0.0
3336,4,5.73,0.0
3337,4,9.62,0.0
3338,4,11.15,0.0
3339,4,12.29,0.0
3340,4,21.55,0.0
3341,4,9.84,0.0
3342,4,11.32,0.0
3343,4,8.94,0.0
3344,4,7.47,0.0
3345,4,7.68,0.0
3346,4,6.56,0.0
3347,4,6.18,0.0
3348,4,8.45,0.0
3349,4,5.56,0.0
3350,4,11.72,0.0
3351,4,6.25,0.0
3352,4,8.59,0.0
3353,4,7.26,0.0
3354,4,7.57,0.0
3355,4,6.95,0.0
3356,4,6.85,0.0
3357,4,24.03,0.0
3358,4,22.53,0.0
3359,4,16.97,0.0
3360,4,8.4,0.0
3361,4,20.98,0.0
3362,4,32.62,0.0
3363,4,19.63,0.0
3364,4,22.58,0.0
3365,4,11.36,0.0
3366,4,16.23,0.0
3367,4,18.37,0.0
3368,4,14.43,0.0
3369,4,13.3,0.0
3370,4,11.26,0.0
3371,4,12.23,0.0
3372,4,17.73,0.0
3373,4,15.28,0.0
3374,4,17.95,0.5
3375,4,23.81,0.0
3376,4,13.46,0.0
3377,4,8.3,0.0
3378,4,8.66,0.0
3379,4,12.51,0.0
3380,4,19.12,0.0
3381,4,8.38,0.0
3382,4,16.26,0.0
3383,4,15.63,0.0
3384,4,7.41,0.0
3385,4,9.58,0.0
3386,4,9.14,0.0
3387,4,16.8,0.0
3388,4,11.73,0.5
3389,4,16.13,0.0
3390,4,10.35,0.0
3391,4,12.91,0.0
3392,4,8.41,0.0
3393,4,14.29,0.0
3394,4,19.37,0.0
3395,4,29.72,0.0
3396,4,10.57,0.0
3397,4,8.71,0.0
3398,4,9.74,0.0
3399,4,6.59,0.0
3400,4,5.98,0.0
3401,4,7.62,0.0
3402,4,7.33,0.0
3403,4,9.44,0.0
3404,4,9.69,0.0
3405,4,10.94,0.0
3406,4,7.5,0.0
3407,4,11.63,0.0
3408,4,6.76,0.0
3409,4,6.1,0.0
3410,4,7.83,0.0
3411,4,7.07,0.0
3412,4,9.04,0.0
3413,4,11.99,0.0
3414,4,16.68,0.0
3415,4,6.68,0.0
3416,4,8.51,0.0
3417,4,9.05,0.0
3418,4,13.1,1.0
3419,4,11.55,0.0
3420,4,6.53,0.0
3421,4,11.32,0.0
3422,4,8.68,0.0
3423,4,11.64,0.0
3424,4,25.17,0.0
3425,4,6.4,0.0
3426,4,5.92,0.0
3427,4,8.65,0.0
3428,4,11.78,0.0
3429,4,8.65,0.0
3430,4,7.56,0.0
3431,4,9.01,0.0
3432,4,19.02,0.0
3433,4,11.77,0.0
3434,4,17.06,0.0
3435,4,71.65,0.0
3436,4,15.48,0.0
3437,4,19.35,0.0
3438,4,21.95,0.0
3439,4,21.5,0.0
3440,4,16.96,0.0
3441,4,13.45,0.0
3442,4,17.06,0.0
3443,4,12.87,0.0
3444,4,13.36,0.0
3445,4,26.28,0.0
3446,4,21.29,0.25
3447,4,12.34,0.0
3448,4,13.68,0.0
3449,4,8.45,0.25
3450,4,6.11,0.0
3451,4,7.32,0.0
3452,4,5.99,0.0
3453,4,10.52,0.0
3454,4,5.97,0.0
3455,4,5.44,0.0
3456,4,12.12,0.0
3457,4,14.13,0.0
3458,4,8.1,0.0
3459,4,6.96,0.0
3460,4,6.72,0.0
3461,4,6.66,0.0
3462,4,7.74,0.0
3463,4,11.52,0.0
3464,4,5.78,0.0
3465,4,10.79,0.0
3466,4,14.96,0.0
3467,4,10.32,0.0
3468,4,10.48,0.0
3469,4,9.11,0.0
3470,4,8.5,0.0
3471,4,10.15,0.0
3472,4,7.2,0.0
3473,4,18.3,0.0
3474,4,4.93,0.0
3475,4,17.4,0.0
3476,4,16.99,0.0
3477,4,10.01,0.0
3478,4,6.6,0.0
3479,4,9.57,0.0
3480,4,7.11,0.0
3481,4,5.06,0.0
3482,4,15.75,0.0
3483,4,15.68,0.0
3484,4,34.35,0.0
3485,4,3.7,0.0
3486,4,5.12,0.0
3487,4,4.48,0.0
3488,4,8.84,0.0
3489,4,10.82,0.0
3490,4,6.44,0.0
3491,4,10.28,0.0
3492,4,8.56,0.0
3493,4,6.63,0.0
3494,4,12.4,0.0
3495,4,12.06,0.0
3496,4,5.28,0.0
3497,4,6.65,0.0
3498,4,15.74,0.5
3499,4,9.51,0.0
3500,4,10.51,0.0
3501,4,11.12,0.0
3502,4,9.28,0.0
3503,4,14.85,0.0
3504,4,10.1,0.0
3505,4,5.96,0.0
3506,4,5.82,0.0
3507,4,5.49,0.0
3508,4,19.43,0.0
3509,4,10.18,0.0
3510,4,8.57,0.0
3511,4,22.04,0.0
3512,4,7.37,0.0
3513,4,10.92,0.0
3514,4,7.77,0.0
3515,4,6.92,0.0
3516,4,10.93,0.0
3517,4,21.85,0.0
3518,4,11.9,0.0
3519,4,13.67,0.0
3520,4,11.54,0.0
3521,4,14.54,0.0
3522,4,15.5,0.0
3523,4,11.16,0.0
3524,4,14.86,0.0
3525,4,6.8,0.0
3526,4,8.73,0.0
3527,4,23.14,0.0
3528,4,9.49,0.0
3529,4,10.07,0.0
3530,4,15.38,0.0
3531,4,3.48,0.0
3532,4,1.39,0.0
3533,4,9.55,0.0
3534,4,7.96,0.0
3535,4,7.54,0.0
3536,4,7.88,0.0
3537,4,5.47,0.0
3538,4,6.58,0.0
3539,4,4.62,0.0
3540,4,7.78,0.0
3541,4,7.85,0.0
3542,4,9.46,0.0
3543,4,6.72,0.0
3544,4,6.12,0.0
3545,4,23.72,0.0
3546,4,31.74,0.0
3547,4,11.82,0.0
3548,4,10.98,0.0
3549,4,7.26,0.0
3550,4,7.53,0.0
3551,4,10.62,0.0
3552,4,10.72,0.0
3553,4,8.03,0.0
3554,4,11.41,0.0
3555,4,14.56,0.0
3556,4,6.73,0.0
3557,4,7.66,0.5
3558,4,7.79,0.0
3559,4,8.49,0.0
3560,4,9.52,0.0
3561,4,6.77,0.0
3562,4,5.98,0.0
3563,4,17.52,0.0
3564,4,7.54,0.0
3565,4,16.5,0.0
3566,4,3.86,0.25
3567,4,3.6,0.0
3568,4,10.07,0.0
3569,4,10.48,0.0
3570,4,6.85,0.0
3571,4,7.66,0.0
3572,4,9.62,0.0
3573,4,14.01,0.0
3574,4,6.49,0.0
3575,4,8.5,0.0
3576,4,5.98,0.0
3577,4,5.04,0.0
3578,4,5.36,0.0
3579,4,8.27,0.0
3580,4,7.16,0.0
3581,4,6.49,0.0
3582,4,12.95,0.0
3583,4,10.15,0.0
3584,4,6.34,0.0
3585,4,11.09,0.0
3586,4,6.94,0.0
3587,4,6.2,1.25
3588,4,9.41,0.0
3589,4,4.22,0.0
3590,4,7.24,0.0
3591,4,5.26,0.0
3592,4,4.17,0.0
3593,4,13.28,0.0
3594,4,6.02,0.0
3595,4,5.53,2.0
3596,4,7.3,0.0
3597,4,10.18,0.0
3598,4,7.96,0.0
3599,4,8.94,0.0
3600,4,5.58,0.0
3601,4,8.52,0.0
3602,4,7.34,0.0
3603,4,9.43,0.0
3604,4,11.8,0.0
3605,4,14.59,0.0
3606,4,5.48,0.0
3607,4,6.67,0.0
3608,4,10.79,0.0
3609,4,10.16,0.0
3610,4,3.58,0.0
3611,4,10.91,0.0
3612,4,9.69,0.0
3613,4,10.77,0.0
3614,4,6.41,0.0
3615,4,13.6,0.0
3616,4,6.65,0.0
3617,4,6.54,0.0
3618,4,9.07,0.0
3619,4,13.76,0.0
3620,4,9.31,0.0
3621,4,9.83,0.0
3622,4,7.34,0.25
3623,4,9.48,0.0
3624,4,3.14,0.0
3625,4,2.34,0.0
3626,4,7.01,0.0
3627,4,3.99,0.0
3628,4,5.26,0.0
3629,4,17.16,0.0
3630,4,15.86,0.0
3631,4,9.97,0.0
3632,4,14.89,0.0
3633,4,7.17,0.0
3634,4,8.44,0.0
3635,4,10.77,0.0
3636,4,13.56,0.0
3637,4,6.14,0.0
3638,4,10.94,0.0
3639,4,11.76,0.0
3640,4,13.6,0.0
3641,4,9.85,0.0
3642,4,12.09,0.0
3643,4,7.17,0.0
3644,4,7.34,0.0
3645,4,15.04,0.0
3646,4,6.4,0.0
3647,4,13.86,0.0
3648,4,8.58,0.0
3649,4,7.06,0.0
3650,4,7.51,0.0
3651,4,5.8,0.0
3652,4,7.25,0.0
3653,4,9.68,0.0
3654,4,9.38,0.0
3655,4,5.68,0.0
3656,4,6.54,0.0
3657,4,10.92,0.0
3658,4,7.54,0.0
3659,4,15.42,0.0
3660,4,5.59,0.0
3661,4,5.98,0.75
3662,4,6.62,0.0
3663,4,6.72,0.0
3664,4,10.83,0.0
3665,4,7.45,0.0
3666,4,9.14,1.0
3667,4,7.64,0.0
3668,4,13.69,0.0
3669,4,6.86,0.0
3670,4,8.87,0.0
3671,4,6.55,0.0
3672,4,9.04,0.0
3673,4,27.57,0.0
3674,4,5.5,0.0
3675,4,6.09,0.0
3676,4,25.03,0.0
3677,4,6.51,0.0
3678,4,10.66,0.0
3679,4,7.78,0.0
3680,4,7.88,0.0
3681,4,8.06,0.0
3682,4,5.38,0.0
3683,4,4.27,0.0
3684,4,5.0,0.0
3685,4,21.64,0.0
3686,4,15.99,0.0
3687,4,6.64,0.0
3688,4,8.09,0.0
3689,4,14.2,0.0
3690,4,7.27,0.0
3691,4,4.95,0.0
3692,4,9.53,0.0
3693,4,11.8,0.0
3694,4,6.52,0.0
3695,4,13.91,0.0
3696,4,5.53,0.0
3697,4,9.32,0.0
3698,4,11.6,0.0
3699,4,9.59,0.0
3700,4,10.37,0.0
3701,4,8.08,0.0
3702,4,5.59,0.0
3703,4,7.82,0.0
3704,4,10.02,0.0
3705,4,4.06,0.0
3706,4,4.11,0.0
3707,4,4.94,0.0
3708,4,8.8,0.0
3709,4,11.34,0.0
3710,4,8.41,0.0
3711,4,7.47,0.0
3712,4,8.39,0.0
3713,4,8.64,0.0
3714,4,5.94,0.0
3715,4,9.7,0.0
3716,4,12.92,0.0
3717,4,12.04,0.0
3718,4,9.9,0.0
3719,4,14.16,0.0
3720,4,9.13,0.0
3721,4,5.74,0.0
3722,4,7.15,0.0
3723,4,7.56,0.0
3724,4,7.57,0.0
3725,4,9.35,0.0
3726,4,7.43,0.0
3727,4,11.64,0.0
3728,4,6.41,0.0
3729,4,5.98,0.0
3730,4,8.71,0.0
3731,4,9.97,0.0
3732,4,7.62,0.0
3733,4,11.7,0.0
3734,4,20.29,0.0
3735,4,12.83,0.0
3736,4,10.22,0.0
3737,4,7.63,0.0
3738,4,9.38,0.0
3739,4,7.55,0.0
3740,4,36.8,0.0
3741,4,40.66,0.0
3742,4,12.01,0.0
3743,4,16.26,0.0
3744,4,13.98,0.0
3745,4,9.59,0.0
3746,4,11.22,0.0
3747,4,7.1,0.0
3748,4,6.75,0.0
3749,4,7.02,0.0
3750,4,9.56,0.0
3751,4,18.18,0.0
3752,4,11.46,0.0
3753,4,18.62,0.0
3754,4,15.96,0.0
3755,4,15.42,0.25
3756,4,16.34,0.0
3757,4,7.78,0.0
3758,4,6.36,0.0
3759,4,10.03,0.0
3760,4,16.45,0.0
3761,4,23.57,0.0
3762,4,8.11,0.0
3763,4,8.02,0.0
3764,4,3.32,0.0
3765,4,3.99,0.0
3766,4,4.67,0.0
3767,4,9.13,0.0
3768,4,10.63,0.0
3769,4,11.23,0.0
3770,4,5.59,0.0
3771,4,14.82,0.0
3772,4,7.8,0.0
3773,4,10.72,0.0
3774,4,5.51,0.0
3775,4,8.13,0.0
3776,4,17.95,0.0
3777,4,12.07,0.0
3778,4,8.11,0.0
3779,4,4.77,0.0
3780,4,5.56,0.0
3781,4,2.14,0.0
3782,4,11.29,0.0
3783,4,10.51,0.0
3784,4,7.22,0.0
3785,4,11.77,0.0
3786,4,14.5,0.0
3787,4,5.52,0.0
3788,4,5.06,0.0
3789,4,10.25,0.0
3790,4,4.07,0.0
3791,4,5.6,0.0
3792,4,2.38,0.0
3793,4,5.82,0.0
3794,4,5.12,0.0
3795,4,5.17,0.0
3796,4,2.56,0.0
3797,4,13.35,0.0
3798,4,19.06,0.0
3799,4,3.16,0.0
3800,4,11.48,0.0
3801,4,12.24,0.0
3802,4,7.56,0.0
3803,4,12.26,0.0
3804,4,5.05,0.0
3805,4,3.34,0.0
3806,4,3.6,0.0
3807,4,12.05,0.0
3808,4,7.68,0.0
3809,4,8.5,0.0
3810,4,8.09,0.0
3811,4,15.53,0.0
3812,4,7.26,0.0
3813,4,12.46,0.0
3814,4,9.3,0.0
3815,4,22.2,0.0
3816,4,6.55,0.75
3817,4,6.96,0.0
3818,4,3.63,0.0
3819,4,13.82,0.0
3820,4,9.0,0.0
3821,4,26.19,0.0
3822,4,10.18,0.0
3823,4,6.82,0.0
3824,4,14.86,0.0
3825,4,9.31,0.0
3826,4,27.09,0.0
3827,4,9.06,0.0
3828,4,7.38,0.0
3829,4,8.88,0.0
3830,4,6.34,0.0
3831,4,9.94,0.0
3832,4,13.42,0.0
3833,4,7.95,0.0
3834,4,7.34,0.0
3835,4,9.8,0.0
3836,4,10.07,0.0
3837,4,5.49,0.0
3838,4,9.56,0.0
3839,4,5.55,0.0
3840,4,5.52,0.0
3841,4,5.47,0.0
3842,4,21.44,0.0
3843,4,11.09,0.0
3844,4,11.9,0.0
3845,4,7.46,0.0
3846,4,8.08,0.0
3847,4,6.42,0.0
3848,4,8.46,0.0
3849,4,10.8,0.0
3850,4,25.73,0.0
3851,4,11.32,0.0
3852,4,15.99,0.0
3853,4,10.09,0.0
3854,4,7.68,0.0
3855,4,9.6,0.0
3856,4,10.48,0.0
3857,4,9.84,0.0
3858,4,16.49,0.0
3859,4,17.11,0.0
3860,4,6.5,0.0
3861,4,17.66,0.0
3862,4,22.74,0.0
3863,4,25.65,0.0
3864,4,26.85,0.0
3865,4,16.73,0.0
3866,4,11.66,0.0
3867,4,12.71,0.0
3868,4,10.02,0.0
3869,4,17.33,0.0
3870,4,9.76,0.0
3871,4,14.98,0.0
3872,4,7.97,0.0
3873,4,6.61,0.0
3874,4,6.56,0.0
3875,4,7.18,0.0
3876,4,8.5,0.0
3877,4,7.87,0.0
3878,4,5.07,0.5
3879,4,7.26,0.0
3880,4,8.28,0.0
3881,4,6.65,0.0
3882,4,4.76,0.0
3883,4,8.98,0.0
3884,4,10.04,0.0
3885,4,9.59,0.0
3886,4,49.16,0.0
3887,4,6.25,0.0
3888,4,11.09,0.0
3889,4,14.24,0.0
3890,4,16.6,0.0
3891,4,6.65,0.0
3892,4,9.52,0.0
3893,4,8.55,0.0
3894,4,7.38,0.0
3895,4,11.51,0.0
3896,4,7.97,0.0
3897,4,9.32,0.0
3898,4,9.71,0.0
3899,4,5.25,0.0
3900,4,8.55,0.0
3901,4,6.64,0.0
3902,4,5.18,0.0
3903,4,18.56,0.0
3904,4,23.0,0.0
3905,4,9.26,0.0
3906,4,6.87,0.0
3907,4,2.65,0.0
3908,4,9.18,0.0
3909,4,6.69,0.0
3910,4,15.34,0.0
3911,4,6.43,0.0
3912,4,3.78,0.0
3913,4,2.58,0.0
3914,4,4.81,0.0
3915,4,23.26,0.0
3916,4,20.99,0.0
3917,4,20.49,0.0
3918,4,27.44,0.0
3919,4,5.6,1.0
3920,4,7.36,0.0
3921,4,14.2,0.0
3922,4,8.67,0.0
3923,4,20.03,0.0
3924,4,9.42,0.0
3925,4,8.46,0.0
3926,4,5.69,0.0
3927,4,9.0,0.0
3928,4,9.53,0.0
3929,4,13.91,0.0
3930,4,8.31,0.0
3931,4,7.34,0.0
3932,4,14.79,0.0
3933,4,18.41,0.0
3934,4,25.09,0.0
3935,4,5.29,0.0
3936,4,6.04,0.0
3937,4,9.49,0.0
3938,4,8.84,0.0
3939,4,6.13,0.0
3940,4,10.59,0.0
3941,4,6.03,0.0
3942,4,12.14,0.0
3943,4,8.13,0.0
3944,4,11.34,0.0
3945,4,5.58,0.0
3946,4,5.3,0.0
3947,4,21.76,0.0
3948,4,6.48,0.0
3949,4,4.48,0.0
3950,4,9.27,0.0
3951,4,7.28,0.0
3952,4,4.9,0.0
3953,4,21.54,0.25
3954,4,11.62,0.0
3955,4,11.88,0.0
3956,4,25.98,0.0
3957,4,8.45,0.0
3958,4,5.42,0.0
3959,4,11.55,0.0
3960,4,9.22,0.0
3961,4,6.35,0.0
3962,4,12.77,0.0
3963,4,9.3,0.0
3964,4,12.27,0.0
3965,4,6.28,0.0
3966,4,6.42,0.0
3967,4,9.72,0.0
3968,4,8.09,0.0
3969,4,5.9,0.0
3970,4,7.25,0.0
3971,4,12.08,0.0
3972,4,8.4,0.0
3973,4,7.16,0.0
3974,4,12.65,0.0
3975,4,12.0,0.0
3976,4,12.87,0.0
3977,4,8.12,0.0
3978,4,6.31,0.0
3979,4,13.21,0.0
3980,4,9.76,1.0
3981,4,6.96,0.0
3982,4,6.97,0.0
3983,4,44.52,0.0
3984,4,9.31,0.0
3985,4,9.53,0.0
3986,4,5.71,0.0
3987,4,7.17,0.0
3988,4,8.88,0.0
3989,4,7.06,0.0
3990,4,15.35,0.0
3991,4,8.8,0.0
3992,4,9.01,0.0
3993,4,9.52,0.0
3994,4,11.84,0.0
3995,4,12.69,0.0
3996,4,10.73,0.0
3997,4,7.15,0.0
3998,4,9.75,0.0
3999,4,14.48,0.0
4000,4,11.84,0.0
4001,4,12.1,0.0
4002,4,6.76,0.0
4003,4,3.84,0.0
4004,4,7.05,0.0
4005,4,11.65,0.0
4006,4,13.88,0.0
4007,4,9.2,0.0
4008,4,12.54,0.0
4009,4,7.41,0.0
4010,4,15.35,0.0
4011,4,8.15,0.0
4012,4,7.44,0.0
4013,4,10.72,0.0
4014,4,11.19,0.0
4015,4,8.35,0.0
4016,4,9.13,0.0
4017,4,13.36,0.0
4018,4,5.28,0.0
4019,4,8.52,0.0
4020,4,5.46,0.0
4021,4,14.23,0.0
4022,4,16.23,0.0
4023,4,6.1,0.0
4024,4,8.84,0.0
4025,4,9.28,0.0
4026,4,12.34,0.0
4027,4,97.24,0.0
4028,4,21.14,0.0
4029,4,25.67,0.0
4030,4,19.98,0.0
4031,4,19.28,0.0
4032,4,58.74,0.0
4033,4,80.49,0.0
4034,4,16.19,0.0
4035,4,20.25,0.0
4036,4,23.94,1.25
4037,4,26.38,0.0
4038,4,14.24,0.0
4039,4,22.33,0.0
4040,4,21.64,0.0
4041,4,33.9,0.0
4042,4,10.51,0.0
4043,4,31.33,0.0
4044,4,25.25,0.0
4045,4,25.75,0.0
4046,4,10.03,0.0
4047,4,12.46,0.0
4048,4,14.65,0.0
4049,4,12.41,0.0
4050,4,9.04,0.0
4051,4,13.29,0.0
4052,4,5.1,0.0
4053,4,11.97,0.0
4054,4,12.79,0.0
4055,4,6.04,0.0
4056,4,18.45,0.0
4057,4,19.52,0.0
4058,4,22.86,0.0
4059,4,11.04,0.0
4060,4,12.9,0.0
4061,4,8.24,0.0
4062,4,7.78,0.0
4063,4,39.75,0.0
4064,4,16.82,0.0
4065,4,6.66,0.5
4066,4,7.79,0.0
4067,4,6.26,0.0
4068,4,7.21,0.0
4069,4,6.88,0.0
4070,4,13.04,0.0
4071,4,8.11,0.0
4072,4,27.69,0.25
4073,4,4.98,0.0
4074,4,11.86,0.0
4075,4,7.49,0.0
4076,4,13.66,0.0
4077,4,22.15,0.0
4078,4,16.41,0.0
4079,4,6.3,0.0
4080,4,7.7,0.0
4081,4,8.58,0.0
4082,4,6.21,0.0
4083,4,7.54,0.0
4084,4,9.04,0.0
4085,4,10.6,0.0
4086,4,13.22,0.0
4087,4,13.82,0.0
4088,4,22.17,0.0
4089,4,6.76,0.0
4090,4,16.37,0.0
4091,4,14.1,0.0
4092,4,44.06,0.0
4093,4,15.74,0.0
4094,4,13.55,0.0
4095,4,21.1,0.0
4096,4,12.88,0.0
4097,4,17.99,0.0
4098,4,17.86,0.0
4099,4,28.46,0.0
4100,4,8.56,0.0
4101,4,6.92,0.0
4102,4,6.9,0.0
4103,4,10.93,0.0
4104,4,11.58,0.0
4105,4,8.68,0.0
4106,4,6.76,0.0
4107,4,7.13,0.0
4108,4,7.47,0.0
4109,4,15.77,0.0
4110,4,26.63,0.0
4111,4,5.88,0.0
4112,4,6.17,0.0
4113,4,13.7,0.0
4114,4,8.82,0.75
4115,4,19.62,0.0
4116,4,60.85,0.0
4117,4,7.96,0.0
4118,4,12.49,0.0
4119,4,10.64,0.0
4120,4,7.64,0.0
4121,4,85.42,0.0
4122,4,14.69,0.75
4123,4,15.98,0.0
4124,4,5.57,0.0
4125,4,13.22,0.0
4126,4,9.96,0.0
4127,4,7.54,0.0
4128,4,9.16,0.0
4129,4,7.04,0.0
4130,4,10.22,0.0
4131,4,8.72,0.0
4132,4,5.82,0.0
4133,4,57.92,0.0
4134,4,6.01,0.0
4135,4,6.24,0.0
4136,4,8.17,0.0
4137,4,12.48,0.0
4138,4,16.92,0.0
4139,4,13.26,0.0
4140,4,8.68,0.0
4141,4,11.01,0.0
4142,4,5.89,0.0
4143,4,13.78,0.0
4144,4,4.04,0.0
4145,4,13.56,0.0
4146,4,5.24,0.0
4147,4,5.43,0.0
4148,4,10.15,0.0
4149,4,6.44,0.0
4150,4,10.37,0.0
4151,4,7.26,0.0
4152,4,6.18,0.0
4153,4,4.87,0.0
4154,4,7.48,0.0
4155,4,10.45,0.0
4156,4,13.68,0.0
4157,4,5.17,0.0
4158,4,4.82,0.0
4159,4,9.08,0.0
4160,4,17.28,0.0
4161,4,10.31,0.0
4162,4,34.77,0.0
4163,4,12.42,0.0
4164,4,11.0,0.0
4165,4,18.13,0.0
4166,4,16.52,0.0
4167,4,16.91,0.0
4168,4,14.16,0.0
4169,4,4.92,0.0
4170,4,26.64,0.0
4171,4,8.82,0.0
4172,4,12.81,0.0
4173,4,11.45,0.0
4174,4,7.98,0.0
4175,4,8.56,0.0
4176,4,6.68,0.0
4177,4,17.7,0.0
4178,4,13.74,0.0
4179,4,44.18,0.0
4180,4,44.18,0.0
4181,4,30.38,0.0
4182,4,27.16,0.0
4183,4,21.88,0.0
4184,4,35.01,0.0
4185,4,17.2,0.0
4186,4,6.08,0.0
4187,4,5.52,0.0
4188,4,23.24,0.0
4189,4,6.68,0.0
4190,4,19.67,0.0
4191,4,7.32,0.0
4192,4,9.33,0.0
4193,4,5.54,0.0
4194,4,24.58,0.0
4195,4,25.75,0.0
4196,4,10.06,0.0
4197,4,10.78,0.0
4198,4,9.12,0.0
4199,4,16.33,0.0
4200,4,17.56,0.0
4201,4,10.99,0.0
4202,4,9.4,0.0
4203,4,11.13,0.0
4204,4,13.98,0.0
4205,4,28.05,0.0
4206,4,10.8,0.0
4207,4,17.95,0.0
4208,4,8.09,0.0
4209,4,8.35,0.0
4210,4,7.4,0.0
4211,4,5.89,0.0
4212,4,21.74,0.0
4213,4,32.86,0.0
4214,4,9.38,0.0
4215,4,4.56,0.0
4216,4,11.0,1.0
4217,4,16.45,0.0
4218,4,8.74,0.0
4219,4,5.55,0.0
4220,4,9.09,0.0
4221,4,5.42,0.0
4222,4,11.29,0.0
4223,4,4.62,0.0
4224,4,8.67,0.0
4225,4,14.16,0.0
4226,4,15.54,0.0
4227,4,10.76,0.0
4228,4,9.81,0.0
4229,4,9.79,0.0
4230,4,15.08,0.0
4231,4,15.76,0.0
4232,4,6.91,0.0
4233,4,10.76,0.0
4234,4,5.11,0.0
4235,4,10.06,0.0
4236,4,9.41,0.0
4237,4,14.55,0.0
4238,4,8.23,0.0
4239,4,4.93,0.0
4240,4,5.31,0.0
4241,4,11.83,0.0
4242,4,6.42,0.0
4243,4,5.75,0.0
4244,4,4.35,0.0
4245,4,14.66,0.0
4246,4,24.68,0.0
4247,4,7.8,0.0
4248,4,6.12,0.0
4249,4,7.73,0.0
4250,4,13.12,0.0
4251,4,7.15,0.0
4252,4,5.68,0.0
4253,4,11.5,0.0
4254,4,5.54,0.0
4255,4,9.0,0.0
4256,4,10.64,0.0
4257,4,8.46,0.0
4258,4,15.21,0.0
4259,4,20.35,0.0
4260,4,8.12,0.0
4261,4,9.34,0.0
4262,4,10.39,0.0
4263,4,6.97,0.0
4264,4,8.41,0.0
4265,4,10.42,0.0
4266,4,14.33,0.0
4267,4,10.88,0.0
4268,4,6.3,0.0
4269,4,19.66,0.0
4270,4,6.23,0.0
4271,4,4.96,0.0
4272,4,3.34,0.0
4273,4,7.0,0.0
4274,4,2.49,0.0
4275,4,10.95,0.0
4276,4,12.54,0.25
4277,4,6.74,0.0
4278,4,5.72,0.0
4279,4,6.72,0.0
4280,4,24.46,0.0
4281,4,11.7,0.0
4282,4,9.22,0.0
4283,4,13.52,0.0
4284,4,7.36,0.0
4285,4,6.13,0.0
4286,4,3.62,0.0
4287,4,9.14,0.0
4288,4,6.14,0.0
4289,4,13.91,0.0
4290,4,15.58,0.0
4291,4,10.47,0.0
4292,4,20.47,0.0
4293,4,13.58,0.0
4294,4,8.48,0.0
4295,4,8.97,0.0
4296,4,15.05,0.0
4297,4,43.36,1.25
4298,4,11.24,0.0
4299,4,15.26,0.0
4300,4,42.53,0.75
4301,4,6.41,0.0
4302,4,10.04,0.0
4303,4,13.83,0.0
4304,4,11.38,0.0
4305,4,5.12,0.0
4306,4,5.86,0.0
4307,4,23.49,0.0
4308,4,43.45,0.0
4309,4,22.52,0.0
4310,4,23.84,0.0
4311,4,3.91,0.0
4312,4,3.3,0.0
4313,4,8.39,0.0
4314,4,13.26,0.0
4315,4,14.76,1.5
4316,4,5.32,0.0
4317,4,7.1,0.0
4318,4,17.63,0.0
4319,4,22.5,0.0
4320,4,7.02,0.0
4321,4,9.5,0.0
4322,4,4.7,0.0
4323,4,8.94,0.0
4324,4,6.84,0.0
4325,4,6.64,0.0
4326,4,6.34,0.0
4327,4,7.47,0.0
4328,4,58.02,0.5
4329,4,5.21,0.0
4330,4,6.75,0.0
4331,4,4.36,0.0
4332,4,7.74,0.0
4333,4,11.21,0.0
4334,4,8.81,0.0
4335,4,10.38,0.0
4336,4,16.33,0.0
4337,4,8.99,0.0
4338,4,10.44,0.0
4339,4,6.63,0.0
4340,4,14.82,0.0
4341,4,6.68,0.0
4342,4,7.95,0.0
4343,4,6.3,0.0
4344,4,6.92,0.0
4345,4,7.95,0.0
4346,4,5.84,0.0
4347,4,4.47,0.0
4348,4,6.65,0.0
4349,4,7.85,0.0
4350,4,7.2,0.0
4351,4,6.61,0.0
4352,4,8.72,0.0
4353,4,8.58,0.0
4354,4,6.86,0.0
4355,4,8.16,0.0
4356,4,7.74,0.0
4357,4,8.39,0.0
4358,4,8.63,0.0
4359,4,12.5,0.0
4360,4,6.34,0.0
4361,4,5.23,0.0
4362,4,22.02,0.0
